[1:1:0906/105916.850805:INFO:cpu_info.cc(46)] Available number of cores: 4
[23572:23572:0906/105949.046701:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
[23572:23572:0906/105949.052856:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.052895:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
[23572:23572:0906/105949.052919:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
[23572:23572:0906/105949.059495:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.059544:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
[23572:23572:0906/105949.059572:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
[23572:23572:0906/105949.065595:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.065630:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
[23572:23572:0906/105949.065654:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
[23572:23572:0906/105949.071860:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.071898:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
[23572:23572:0906/105949.071923:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
[23572:23572:0906/105949.078402:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.078447:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
[23572:23572:0906/105949.078465:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
[23572:23572:0906/105949.084744:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.084791:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
[23572:23572:0906/105949.084809:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
[23572:23572:0906/105949.091352:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.091403:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
[23572:23572:0906/105949.091427:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
[23572:23572:0906/105949.097966:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.098007:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
[23572:23572:0906/105949.098032:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
[23572:23572:0906/105949.104342:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.104388:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
[23572:23572:0906/105949.104405:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
[23572:23572:0906/105949.111118:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.111167:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
[23572:23572:0906/105949.111185:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
[23572:23572:0906/105949.116997:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.117050:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
[23572:23572:0906/105949.117069:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
[23572:23572:0906/105949.123341:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.123401:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
[23572:23572:0906/105949.123526:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
[23572:23572:0906/105949.131030:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.131077:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
[23572:23572:0906/105949.131095:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
[23572:23572:0906/105949.137257:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.137307:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
[23572:23572:0906/105949.137343:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
[23572:23572:0906/105949.143617:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.143673:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
[23572:23572:0906/105949.143693:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
[23572:23572:0906/105949.150025:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.150280:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
[23572:23572:0906/105949.150308:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
[23572:23572:0906/105949.156521:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.156571:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
[23572:23572:0906/105949.156590:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
[23572:23572:0906/105949.167086:INFO:CONSOLE(275)] "Image Data still not found: skaner.js:271", source: https://aztec.aspartus.pl/js/skaner.js (275)
[23572:23572:0906/105949.167124:INFO:CONSOLE(285)] "Uncaught TypeError: Failed to execute 'putImageData' on 'CanvasRenderingContext2D': parameter 1 is not of type 'ImageData'.", source: https://aztec.aspartus.pl/js/skaner.js (285)
[23572:23572:0906/105949.167968:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.168005:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
[23572:23572:0906/105949.168022:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
[23572:23572:0906/105949.176615:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.176652:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
[23572:23572:0906/105949.176694:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
[23572:23572:0906/105949.183099:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.183144:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
[23572:23572:0906/105949.183161:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
